CAVISOFT datafile for Cavitron 1 and rotor 1. Cavisoft version 5.2.1 has been usedDate_time,Campaign_name,Sample_ref_1,Sample_ref_2,Treatment,Meas_cavispeed_rpm,Max_cavispeed_rpm,Pressure_Mpa,Raw_conductance_kg_Mpa_s,Conductivity_SI_corrT,Std_error_conductivity,PLC,Note,Speed_class,Air_temp1,Air_temp2,Temperature_used_for_correction,Temperature_correctionfactor,Operator,Rotor_number,Species,Sampling_location,Sample_type,Comment,Delta_P_MPa,Pixel_size,Meas_mode,Rotor_diameter,Conductivity_unit,Equation_slope,Equation_intercept,Equation_residue,Equation_pearsonRsquare,Reservoir_crosssection_m2,Sample_crosssection_upstream_m2,mean_diameter_big_res_mm,mean_diameter_small_res_mm,Number_of_stems,Rawdata_TIME,Rawdata_DISTANCE_pixel,Rawdata_DISTANCE_mm,Sample_diameter_rawdata_upstream,Sample_diameter_rawdata_downstream,
10/6/2023 4:13:50 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4330,4330,-1.737,2.9E-05,0.3198246,0.005894,-53.02,,d,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1311,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.0101350386815681,-5.92981154821093E-05,9.35818213813535E-05,0.997113815355203,0.0001,2.36E-05,5.48,2.61,1,2060;4003;5954;7920;9860;11824;13781;15733;17676;19630;,144;141;138;136;134;131;128;125;123;121;,3.8988;3.817575;3.73635;3.6822;3.62805;3.546825;3.4656;3.384375;3.330225;3.276075;,5.48;,2.61;,
10/6/2023 4:14:15 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4330,4330,-1.737,2.7E-05,0.2980082,0.027518,-42.59,,d,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1311,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00944369158549044,-0.00042833364958339,0.000436920480727392,0.984683834759458,0.0001,2.36E-05,5.48,2.61,1,2059;4001;5952;7916;9868;11825;13778;15731;17683;19635;,113;111;109;107;105;104;100;99;97;97;,3.059475;3.005325;2.951175;2.897025;2.842875;2.8158;2.7075;2.680425;2.626275;2.626275;,5.48;,2.61;,
10/6/2023 4:15:05 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4630,4630,-1.986,2.51E-05,0.2761495,0.004702,-32.13,,e,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1499,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.010005620681129,-0.000497987256364141,8.53679876037575E-05,0.997297439242299,0.0001,2.36E-05,5.48,2.61,1,2047;3989;5941;7906;9862;11801;13767;15719;17662;19616;,186;182;179;175;172;170;166;163;159;156;,5.03595;4.92765;4.846425;4.738125;4.6569;4.60275;4.49445;4.413225;4.304925;4.2237;,5.48;,2.61;,
10/6/2023 4:15:29 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4630,4630,-1.986,2.2E-05,0.2418353,0.007564,-15.71,,e,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1499,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00876232661107634,0.00235518665673212,0.000137326573779991,0.994350667260747,0.0001,2.36E-05,5.48,2.61,1,2045;4002;5952;7905;9858;11823;13764;15716;17680;19624;,146;144;142;139;137;135;131;130;128;126;,3.95295;3.8988;3.84465;3.763425;3.709275;3.655125;3.546825;3.51975;3.4656;3.41145;,5.48;,2.61;,
10/6/2023 4:16:01 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4630,4630,-1.986,2.6E-05,0.2859883,0.004261,-36.84,,e,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1499,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.0103621053748499,0.000763766638786445,7.735101619332E-05,0.99771548849226,0.0001,2.36E-05,5.48,2.61,1,2038;4003;5956;7910;9862;11815;13768;15710;17677;19616;,187;184;180;176;172;170;166;163;159;157;,5.063025;4.9818;4.8735;4.7652;4.6569;4.60275;4.49445;4.413225;4.304925;4.250775;,5.48;,2.61;,
10/6/2023 4:17:08 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4930,4930,-2.252,7.2E-06,0.0797659,0.005841,61.83,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00327679317077653,-0.00130975038009425,0.000120228819571083,0.965616288934515,0.0001,2.36E-05,5.48,2.61,1,2050;4014;5968;7923;9875;11814;13768;15720;17675;19636;,190;189;187;186;184;184;183;183;180;179;,5.14425;5.117175;5.063025;5.03595;4.9818;4.9818;4.954725;4.954725;4.8735;4.846425;,5.48;,2.61;,
10/6/2023 4:17:34 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4930,4930,-2.252,6.1E-06,0.067035,0.002985,67.92,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00275380674560137,0.000679904003005541,6.14460621127237E-05,0.9748999540112,0.0001,2.36E-05,5.48,2.61,1,2047;4000;5963;7916;9860;11811;13763;15727;17680;19624;,176;176;174;173;172;172;170;170;169;168;,4.7652;4.7652;4.71105;4.683975;4.6569;4.6569;4.60275;4.60275;4.575675;4.5486;,5.48;,2.61;,
10/6/2023 4:18:00 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,4930,4930,-2.252,5.4E-06,0.0590782,0.003585,71.73,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00242694025643209,-0.00122432525122264,7.37819607035771E-05,0.961685590435122,0.0001,2.36E-05,5.48,2.61,1,2050;3997;5941;7895;9861;11814;13765;15708;17661;19613;,165;164;163;162;162;161;161;160;158;158;,4.467375;4.4403;4.413225;4.38615;4.38615;4.359075;4.359075;4.332;4.27785;4.27785;,5.48;,2.61;,
10/6/2023 4:19:07 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5230,5230,-2.535,3.2E-06,0.0354803,0.003159,83.02,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00164032154041932,-0.000605419653198067,7.31657608048782E-05,0.920506826501927,0.0001,2.36E-05,5.48,2.61,1,2044;4008;5950;7911;9857;11821;13773;15727;17670;19631;,192;191;191;189;190;189;189;188;187;186;,5.1984;5.171325;5.171325;5.117175;5.14425;5.117175;5.117175;5.0901;5.063025;5.03595;,5.48;,2.61;,
10/6/2023 4:19:31 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5230,5230,-2.535,2.9E-06,0.031958,0.001355,84.71,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00147747918649374,0.00236529103206201,3.13948866820621E-05,0.95624860676091,0.0001,2.36E-05,5.48,2.61,1,2055;4001;5967;7918;9871;11811;13777;15716;17671;19624;,184;184;184;183;182;182;181;181;180;180;,4.9818;4.9818;4.9818;4.954725;4.92765;4.92765;4.900575;4.900575;4.8735;4.8735;,5.48;,2.61;,
10/6/2023 4:19:56 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5230,5230,-2.535,2.9E-06,0.0320992,0.005374,84.64,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00148400400341633,0.00143806029955132,0.000124479648098548,0.84776867457225,0.0001,2.36E-05,5.48,2.61,1,2045;4002;5962;7915;9868;11821;13767;15728;17670;19632;,177;176;176;176;176;176;174;174;173;172;,4.792275;4.7652;4.7652;4.7652;4.7652;4.7652;4.71105;4.71105;4.683975;4.6569;,5.48;,2.61;,
10/6/2023 4:20:58 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5430,5430,-2.732,3E-06,0.0325091,0.006454,84.44,bad,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00162010044123286,-0.00556530121839638,0.000161162788134349,0.836783935218891,0.0001,2.36E-05,5.48,2.61,1,2054;3998;5958;7904;9865;11820;13760;15715;17681;19634;,193;191;190;189;190;190;189;187;187;187;,5.225475;5.171325;5.14425;5.117175;5.14425;5.14425;5.117175;5.063025;5.063025;5.063025;,5.48;,2.61;,
10/6/2023 4:21:23 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5430,5430,-2.732,1.6E-06,0.0173187,0.005965,91.71,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000863082852547308,0.00423463869557693,0.000148940513873346,0.611213462330893,0.0001,2.36E-05,5.48,2.61,1,2054;4013;5952;7913;9868;11823;13763;15718;17671;19624;,184;185;184;184;185;183;182;182;183;182;,4.9818;5.008875;4.9818;4.9818;5.008875;4.954725;4.92765;4.92765;4.954725;4.92765;,5.48;,2.61;,
10/6/2023 4:21:49 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5430,5430,-2.732,1.4E-06,0.0153063,0.005877,92.67,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000762795533431409,0.00269432169621708,0.000146742468792705,0.555210236043271,0.0001,2.36E-05,5.48,2.61,1,2045;3989;5956;7895;9862;11812;13755;15707;17672;19628;,179;180;179;178;179;177;179;178;177;177;,4.846425;4.8735;4.846425;4.81935;4.846425;4.792275;4.846425;4.81935;4.792275;4.792275;,5.48;,2.61;,
10/6/2023 4:22:14 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5430,5430,-2.732,1.8E-06,0.0194283,0.005508,90.7,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000968216427979651,-0.00616444016366407,0.000137541556324364,0.682103032948715,0.0001,2.36E-05,5.48,2.61,1,2054;3999;5966;7916;9867;11822;13773;15725;17680;19635;,175;173;174;172;172;172;172;172;172;171;,4.738125;4.683975;4.71105;4.6569;4.6569;4.6569;4.6569;4.6569;4.6569;4.629825;,5.48;,2.61;,
10/6/2023 4:23:12 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5730,5730,-3.042,1E-07,0.0008942,0.004952,99.57,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-4.96247518022195E-05,0.00522614125068407,0.000137699873303444,0.00559719485582664,0.0001,2.36E-05,5.48,2.61,1,2045;3990;5955;7909;9863;11813;13764;15718;17664;19626;,191;193;192;192;192;191;192;193;192;191;,5.171325;5.225475;5.1984;5.1984;5.1984;5.171325;5.1984;5.225475;5.1984;5.171325;,5.48;,2.61;,
10/6/2023 4:23:37 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5730,5730,-3.042,1.3E-06,0.0140961,0.004347,93.25,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000782248579578266,-0.00436294794289621,0.000120877068630212,0.614253301840505,0.0001,2.36E-05,5.48,2.61,1,2051;4005;5958;7908;9854;11808;13772;15722;17666;19628;,192;191;189;191;190;190;189;189;189;189;,5.1984;5.171325;5.117175;5.171325;5.14425;5.14425;5.117175;5.117175;5.117175;5.117175;,5.48;,2.61;,
10/6/2023 4:24:02 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5730,5730,-3.042,9E-07,0.0097148,0.00349,95.35,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000539116999483902,-0.00285207867375947,9.70394593574265E-05,0.485223004814251,0.0001,2.36E-05,5.48,2.61,1,2048;4003;5964;7906;9872;11819;13775;15729;17673;19625;,189;188;188;187;189;187;187;187;187;187;,5.117175;5.0901;5.0901;5.063025;5.117175;5.063025;5.063025;5.063025;5.063025;5.063025;,5.48;,2.61;,
10/6/2023 4:25:01 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5930,5930,-3.259,-1E-07,-0.0013792,0.004161,100.66,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2458,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,8.19722478880546E-05,0.00192795241853538,0.000123918257660498,0.0167596040704075,0.0001,2.36E-05,5.48,2.61,1,2047;3999;5949;7894;9860;11802;13757;15708;17663;19614;,192;193;192;192;193;192;193;194;192;192;,5.1984;5.225475;5.1984;5.1984;5.225475;5.1984;5.225475;5.25255;5.1984;5.1984;,5.48;,2.61;,
10/6/2023 4:25:09 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5930,5930,-3.259,2.1E-06,0.0229163,0.000158,89.03,bad,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2458,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00136204420921277,0.000883510808669285,4.69803327914075E-06,0.749228395877588,0.0001,2.36E-05,5.48,2.61,1,2052;4000;5942;,193;193;192;,5.225475;5.225475;5.1984;,5.48;,2.61;,
10/6/2023 4:25:19 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5930,5930,-3.259,-2.1E-06,-0.0228381,0.000157,110.93,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2458,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,0.00135739540274983,0.000883966153615679,4.68597677151331E-06,0.749871948100027,0.0001,2.36E-05,5.48,2.61,1,2040;3992;5945;,192;193;193;,5.1984;5.225475;5.225475;,5.48;,2.61;,
10/6/2023 4:25:46 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,5930,5930,-3.259,-4.1E-06,-0.0455372,0.000626,121.79,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2458,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,0.00270653325411707,-0.00176255449762763,1.86491358525792E-05,0.749872013655604,0.0001,2.36E-05,5.48,2.61,1,2048;4002;5955;,192;192;194;,5.1984;5.1984;5.25255;,5.48;,2.61;,
10/6/2023 4:26:05 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,6150,6150,-3.505,4E-07,0.0041783,0.002361,98,,k,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2644,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.000267110198365801,-0.00529558905115594,7.561354067502E-05,0.0348431515708913,0.0001,2.36E-05,5.48,2.61,1,2047;4000;5951;7914;9870;,194;192;192;193;193;,5.25255;5.1984;5.1984;5.225475;5.225475;,5.48;,2.61;,
10/6/2023 4:26:13 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,6150,6150,-3.505,0,0.0000144,0.000585,100,,k,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2644,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-9.2088248530173E-07,0.00176883061732585,1.87343047205651E-05,3.4743191789299E-07,0.0001,2.36E-05,5.48,2.61,1,2031;3988;5949;,192;193;192;,5.1984;5.225475;5.1984;,5.48;,2.61;,
10/6/2023 4:26:33 PM,Hultine_Populus_23
Hultine_Populus_23,64,1,,6150,6150,-3.505,0,-0.0000218,0.000877,100.01,,k,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2644,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,1.39438638511076E-06,-0.00265461383631907,2.81014298854128E-05,1.31519043904946E-06,0.0001,2.36E-05,5.48,2.61,1,2056;3996;5953;7903;,193;192;192;193;,5.225475;5.1984;5.1984;5.225475;,5.48;,2.61;,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
