CAVISOFT datafile for Cavitron 1 and rotor 1. Cavisoft version 5.2.1 has been used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date_time,Campaign_name,Sample_ref_1,Sample_ref_2,Treatment,Meas_cavispeed_rpm,Max_cavispeed_rpm,Pressure_Mpa,Raw_conductance_kg_Mpa_s,Conductivity_SI_corrT,Std_error_conductivity,PLC,Note,Speed_class,Air_temp1,Air_temp2,Temperature_used_for_correction,Temperature_correctionfactor,Operator,Rotor_number,Species,Sampling_location,Sample_type,Comment,Delta_P_MPa,Pixel_size,Meas_mode,Rotor_diameter,Conductivity_unit,Equation_slope,Equation_intercept,Equation_residue,Equation_pearsonRsquare,Reservoir_crosssection_m2,Sample_crosssection_upstream_m2,mean_diameter_big_res_mm,mean_diameter_small_res_mm,Number_of_stems,Rawdata_TIME,Rawdata_DISTANCE_pixel,Rawdata_DISTANCE_mm,Sample_diameter_rawdata_upstream,Sample_diameter_rawdata_downstream
10/6/23 15:52,Hultine_Populus_23,38,1,,4630,4630,-1.986,3.52E-05,0.3246565,0.005737,-55.34,,e,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1499,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.014956499,-3.20E-05,0.000132419,0.998123981,0.0001,2.82E-05,5.99,2.29,1,2045;4010;5962;7905;9869;11823;13779;15719;17681;19637;,186;181;175;170;167;161;157;152;147;144;,5.03595;4.900575;4.738125;4.60275;4.521525;4.359075;4.250775;4.1154;3.980025;3.8988;,5.99;,2.29;
10/6/23 15:53,Hultine_Populus_23,38,1,,4930,4930,-2.252,2.08E-05,0.1916389,0.016369,8.31,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.010009704,0.005582537,0.000428386,0.986594903,0.0001,2.82E-05,5.99,2.29,1,2055;4001;5955;7919;9860;11812;13766;15728;17682;19624;,149;148;145;142;138;136;132;130;129;127;,4.034175;4.0071;3.925875;3.84465;3.73635;3.6822;3.5739;3.51975;3.492675;3.438525;,5.99;,2.29;
10/6/23 15:54,Hultine_Populus_23,38,1,,4930,4930,-2.252,2.19E-05,0.2020856,0.006575,3.31,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.010555361,0.003529949,0.000172081,0.995116346,0.0001,2.82E-05,5.99,2.29,1,2052;4006;5959;7914;9864;11821;13772;15727;17679;19628;,171;170;164;161;158;155;152;149;146;143;,4.629825;4.60275;4.4403;4.359075;4.27785;4.196625;4.1154;4.034175;3.95295;3.871725;,5.99;,2.29;
10/6/23 15:54,Hultine_Populus_23,38,1,,4930,4930,-2.252,2.11E-05,0.1945718,0.002361,6.9,,f,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1699,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.010162895,0.000254505,6.18E-05,0.998101721,0.0001,2.82E-05,5.99,2.29,1,2054;4005;5960;7911;9853;11815;13772;15725;17681;19620;,186;183;179;175;172;169;165;162;160;156;,5.03595;4.954725;4.846425;4.738125;4.6569;4.575675;4.467375;4.38615;4.332;4.2237;,5.99;,2.29;
10/6/23 15:56,Hultine_Populus_23,38,1,,5230,5230,-2.535,7.90E-06,0.0725905,0.005813,65.27,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.00426704,-0.000928477,0.000171209,0.970996705,0.0001,2.82E-05,5.99,2.29,1,2049;3999;5944;7899;9860;11804;13770;15711;17672;19628;,141;139;139;138;136;135;134;134;131;131;,3.817575;3.763425;3.763425;3.73635;3.6822;3.655125;3.62805;3.62805;3.546825;3.546825;,5.99;,2.29;
10/6/23 15:57,Hultine_Populus_23,38,1,,5230,5230,-2.535,7.70E-06,0.0713726,0.002132,65.85,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.004195453,-0.002955268,6.28E-05,0.988790256,0.0001,2.82E-05,5.99,2.29,1,2057;3995;5961;7915;9869;11819;13770;15716;17671;19635;,192;189;189;187;185;184;182;181;180;178;,5.1984;5.117175;5.117175;5.063025;5.008875;4.9818;4.92765;4.900575;4.8735;4.81935;,5.99;,2.29;
10/6/23 15:57,Hultine_Populus_23,38,1,,5230,5230,-2.535,8.00E-06,0.0738002,0.00519,64.69,,g,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.1912,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.004338151,-0.001546759,0.00015286,0.974855765,0.0001,2.82E-05,5.99,2.29,1,2048;3991;5952;7897;9860;11813;13765;15712;17674;19629;,174;172;171;169;168;168;164;164;163;161;,4.71105;4.6569;4.629825;4.575675;4.5486;4.5486;4.4403;4.4403;4.413225;4.359075;,5.99;,2.29;
10/6/23 15:58,Hultine_Populus_23,38,1,,5430,5430,-2.732,3.40E-06,0.0316626,0.006077,84.85,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.002006274,0.002745653,0.00019295,0.867852285,0.0001,2.82E-05,5.99,2.29,1,2049;4002;5948;7900;9854;11816;13758;15720;17676;19627;,145;145;145;143;144;142;142;142;140;141;,3.925875;3.925875;3.925875;3.871725;3.8988;3.84465;3.84465;3.84465;3.7905;3.817575;,5.99;,2.29;
10/6/23 15:58,Hultine_Populus_23,38,1,,5430,5430,-2.732,2.70E-06,0.0246339,0.006864,88.22,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.001560904,-0.001026999,0.000217933,0.778689795,0.0001,2.82E-05,5.99,2.29,1,2040;3994;5946;7907;9863;11816;13770;15711;17666;19618;,139;139;138;138;136;136;136;137;136;135;,3.763425;3.763425;3.73635;3.73635;3.6822;3.6822;3.6822;3.709275;3.6822;3.655125;,5.99;,2.29;
10/6/23 15:59,Hultine_Populus_23,38,1,,5430,5430,-2.732,2.60E-06,0.0236922,0.006377,88.67,,h,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2061,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-0.001501232,0.001392762,0.000202461,0.777859364,0.0001,2.82E-05,5.99,2.29,1,2048;4007;5949;7914;9865;11817;13760;15713;17668;19632;,192;191;193;190;190;190;188;189;187;188;,5.1984;5.171325;5.225475;5.14425;5.14425;5.14425;5.0901;5.117175;5.063025;5.0901;,5.99;,2.29;
10/6/23 16:00,Hultine_Populus_23,38,1,,5730,5730,-3.042,1.00E-07,0.0009251,0.0034,99.56,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-6.53E-05,-0.002577931,0.000120218,0.011031568,0.0001,2.82E-05,5.99,2.29,1,2056;3997;5950;7904;9870;11823;13772;15728;17672;19623;,195;194;194;195;195;194;193;195;195;194;,5.279625;5.25255;5.25255;5.279625;5.279625;5.25255;5.225475;5.279625;5.279625;5.25255;,5.99;,2.29;
10/6/23 16:00,Hultine_Populus_23,38,1,,5730,5730,-3.042,0,0,0,100,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,0,0,0,NaN,0.0001,2.82E-05,5.99,2.29,1,2056;4016;5953;,195;195;195;,5.279625;5.279625;5.279625;,5.99;,2.29;
10/6/23 16:00,Hultine_Populus_23,38,1,,5730,5730,-3.042,0,0.0000291,0.000519,99.99,,i,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.2295,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-2.06E-06,-0.001745203,1.84E-05,1.76E-06,0.0001,2.82E-05,5.99,2.29,1,2049;4010;5962;,195;194;195;,5.279625;5.25255;5.279625;,5.99;,2.29;
10/6/23 16:01,Hultine_Populus_23,38,1,,5920,5920,-3.248,0,-0.0000061,0.000486,100,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.245,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,4.59E-07,-0.001750125,1.84E-05,8.75E-08,0.0001,2.82E-05,5.99,2.29,1,2057;4008;5961;,195;194;195;,5.279625;5.25255;5.279625;,5.99;,2.29;
10/6/23 16:01,Hultine_Populus_23,38,1,,5920,5920,-3.248,-3.80E-06,-0.035409,0.00048,116.94,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.245,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,0.002666865,-0.001736128,1.81E-05,0.749615779,0.0001,2.82E-05,5.99,2.29,1,2042;3996;5947;,195;195;197;,5.279625;5.279625;5.333775;,5.99;,2.29;
10/6/23 16:01,Hultine_Populus_23,38,1,,5920,5920,-3.248,0,0.0000122,0.000486,100,,j,0,0,20,1.0021,Lee,rotor 1,Populus fremontii,DBG,branch,,0.245,0.02708,AUTO_CAMERA,26,kg.m-1.Mpa-1.s-1,-9.17E-07,-0.001747437,1.84E-05,3.50E-07,0.0001,2.82E-05,5.99,2.29,1,2046;4001;5952;,195;194;195;,5.279625;5.25255;5.279625;,5.99;,2.29;
